log_timestamp_ms,log_timestamp_iso,run_id,trial_num,event_category,event_type,device_udi,metric_id,commanded_value,observed_value,latency_ms,inter_sample_ms,notes
1775178665699,2026-04-02T21:11:05.699,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,48999,""
1775178665699,2026-04-02T21:11:05.699,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,1.995848,,48999,""
1775178665699,2026-04-02T21:11:05.699,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,98.00458,,48999,""
1775178665700,2026-04-02T21:11:05.700,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,48999,""
1775178666699,2026-04-02T21:11:06.699,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,1000,""
1775178666700,2026-04-02T21:11:06.700,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,1.9972368,,1001,""
1775178666700,2026-04-02T21:11:06.700,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,98.00319,,1001,""
1775178666700,2026-04-02T21:11:06.700,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,1000,""
1775178667700,2026-04-02T21:11:07.700,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,1001,""
1775178667700,2026-04-02T21:11:07.700,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,1.9986258,,1000,""
1775178667700,2026-04-02T21:11:07.700,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,98.0018,,1000,""
1775178667700,2026-04-02T21:11:07.700,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,1000,""
1775178667700,2026-04-02T21:11:07.700,0,0,HEARTBEAT_GAP,HEARTBEAT,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","HEARTBEAT",,233,,55000,"GAP expected=223 got=233 missed=10"
1775178668700,2026-04-02T21:11:08.700,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,1000,""
1775178668701,2026-04-02T21:11:08.701,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,2.0000145,,1001,""
1775178668701,2026-04-02T21:11:08.701,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,98.00041,,1001,""
1775178668701,2026-04-02T21:11:08.701,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,1001,""
1775178669699,2026-04-02T21:11:09.699,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,999,""
1775178669699,2026-04-02T21:11:09.699,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,2.0014033,,998,""
1775178669699,2026-04-02T21:11:09.699,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,97.99902,,998,""
1775178669701,2026-04-02T21:11:09.701,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,1000,""
1775178670700,2026-04-02T21:11:10.700,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,1001,""
1775178670700,2026-04-02T21:11:10.700,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,2.0027921,,1001,""
1775178670700,2026-04-02T21:11:10.700,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,97.997635,,1001,""
1775178670700,2026-04-02T21:11:10.700,0,0,NUMERIC,BATTERY_LEVEL,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","BATTERY_LEVEL",,84.99926,,999,""
1775178671700,2026-04-02T21:11:11.700,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","MDC_FLOW_FLUID_PUMP",,5.0,,1000,""
1775178671700,2026-04-02T21:11:11.700,0,0,NUMERIC,VOLUME_INFUSED,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VOLUME_INFUSED",,2.004181,,1000,""
1775178671700,2026-04-02T21:11:11.700,0,0,NUMERIC,VTBI,"HUiCyv3WB4sHKzyMSzUcMmcD5wU4jCnqAzWi","VTBI",,97.99625,,1000,""
