log_timestamp_ms,log_timestamp_iso,run_id,trial_num,event_category,event_type,device_udi,metric_id,commanded_value,observed_value,latency_ms,inter_sample_ms,notes
1775217009404,2026-04-03T07:50:09.404,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","MDC_FLOW_FLUID_PUMP",,5.0,,,""
1775217009405,2026-04-03T07:50:09.405,0,0,NUMERIC,VOLUME_INFUSED,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VOLUME_INFUSED",,0.334722,,,""
1775217009406,2026-04-03T07:50:09.406,0,0,NUMERIC,VTBI,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VTBI",,99.66536,,,""
1775217009406,2026-04-03T07:50:09.406,0,0,NUMERIC,BATTERY_LEVEL,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","BATTERY_LEVEL",,85.0,,,""
1775217010404,2026-04-03T07:50:10.404,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","MDC_FLOW_FLUID_PUMP",,5.0,,1000,""
1775217010405,2026-04-03T07:50:10.405,0,0,NUMERIC,VOLUME_INFUSED,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VOLUME_INFUSED",,0.3361109,,1000,""
1775217010405,2026-04-03T07:50:10.405,0,0,NUMERIC,VTBI,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VTBI",,99.66397,,999,""
1775217010405,2026-04-03T07:50:10.405,0,0,NUMERIC,BATTERY_LEVEL,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","BATTERY_LEVEL",,85.0,,999,""
1775217010406,2026-04-03T07:50:10.406,0,0,HEARTBEAT,HEARTBEAT,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","HEARTBEAT",,47,,,""
1775217011404,2026-04-03T07:50:11.404,0,0,NUMERIC,MDC_FLOW_FLUID_PUMP,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","MDC_FLOW_FLUID_PUMP",,5.0,,1000,""
1775217011405,2026-04-03T07:50:11.405,0,0,NUMERIC,VOLUME_INFUSED,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VOLUME_INFUSED",,0.33749977,,1000,""
1775217011405,2026-04-03T07:50:11.405,0,0,NUMERIC,VTBI,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","VTBI",,99.66258,,1000,""
1775217011405,2026-04-03T07:50:11.405,0,0,NUMERIC,BATTERY_LEVEL,"1LGolTGVNetuURxIOeExFirtmMek9BB56JfC","BATTERY_LEVEL",,85.0,,1000,""
